City,Country,Region,Page,Section,Source,PageViews,TimeOnPage,TotalDownloads,UniqueVisitors,Visits,ConversionRate
St Quentin,France,Europe,/gallery/messi039s-86-goals,Examples,Facebook,256,11472,1,80,408,0.0025
Stillwater,United States,North America,/gallery/voting-history-us-states,Examples,Linkedin,18,1710,0,10,52,0
Stockholm,Sweden,Europe,/gallery/messi039s-86-goals,Examples,Facebook,220,45700,10,100,520,0.0192
Sydney,Australia,Oceania,/gallery/30-years-cd,Examples,Facebook,816,62550,1,294,588,0.0017
Sydney,Australia,Oceania,/gallery/messi039s-86-goals,Examples,Organic,90,9000,1,60,360,0.0028
Sydney,Australia,Oceania,/gallery/state-migration,Examples,Organic,78,7560,0,60,354,0
Sydney,Australia,Oceania,/gallery/messi039s-86-goals,Examples,Facebook,474,8844,6,240,348,0.0172
Sydney,Australia,Oceania,/gallery/messi039s-86-goals,Examples,Twitter,180,17154,1,60,318,0.0031
Sydney,Australia,Oceania,/knowledgebase/all,User,Organic,468,15624,1,186,300,0.0033
Sydney,Australia,Oceania,/download,Register,Facebook,168,7020,0,60,222,0
Sydney,Australia,Oceania,/gallery,Examples,Linkedin,282,948,1,60,174,0.0057
Sydney,Australia,Oceania,/gallery/voting-history-us-states,Examples,Facebook,216,24276,0,60,138,0
Szeged,Hungary,Europe,/download,Register,Linkedin,270,7000,1,100,570,0.0018
Tacoma,United States,North America,/gallery/messi039s-86-goals,Examples,Linkedin,28,435,0,10,54,0
Tallahassee,United States,North America,/gallery/messi039s-86-goals,Examples,Organic,18,1070,0,10,43,0
Tampa,United States,North America,/download,Register,Facebook,42,109,0,10,47,0
Tampa,United States,North America,/gallery/voting-history-us-states,Examples,Linkedin,43,440,0,10,42,0
Teddington,United Kingdom,Europe,/gallery/state-migration,Examples,Linkedin,148,4840,4,40,128,0.0313
Tempe,United States,North America,/gallery/stds,Examples,Organic,38,830,1,10,44,0.0227
Tianjin,China,Asia,/gallery,Examples,Linkedin,384,872,0,80,192,0
Tiel,Netherlands,Europe,/gallery/30-years-cd,Examples,Facebook,240,42728,1,80,304,0.0033
Topeka,United States,North America,/gallery/state-migration,Examples,Twitter,10,1197,0,10,27,0
Torino,Italy,Europe,/gallery/voting-history-us-states,Examples,Facebook,336,7040,1,80,256,0.0039
Toronto,Canada,North America,/gallery/30-years-cd,Examples,Facebook,210,60240,1,180,474,0.0021
Toronto,Canada,North America,/gallery/messi039s-86-goals,Examples,Facebook,384,17760,1,120,384,0.0026
Toronto,Canada,North America,/gallery/state-migration,Examples,Linkedin,96,10440,1,60,258,0.0039
Toronto,Canada,North America,/gallery/case-shiller-0,Examples,Linkedin,258,28128,0,60,132,0
Townsville,Australia,Oceania,/gallery/messi039s-86-goals,Examples,Organic,264,5460,1,60,270,0.0037
Trenton,United States,North America,/gallery/voting-history-us-states,Examples,Facebook,27,791,0,10,34,0
Trieste,Italy,Europe,/download,Register,Linkedin,224,2688,0,80,296,0
Tulsa,United States,North America,/gallery/messi039s-86-goals,Examples,Facebook,29,470,1,10,57,0.0175
Urbandale,United States,North America,/knowledgebase/all?page=1,User,Organic,36,297,0,30,73,0
Vancouver,Canada,North America,/gallery/voting-history-us-states,Examples,Twitter,210,20298,0,60,126,0
Vannes,France,Europe,/download,Register,Linkedin,264,10560,1,80,384,0.0026
Vaughan,Canada,North America,/gallery/30-years-cd,Examples,Facebook,276,7320,0,60,336,0
Veldhoven,Netherlands,Europe,/gallery,Examples,Facebook,576,8320,2,160,424,0.0047
Vergennes,United States,North America,/gallery/state-migration,Examples,Twitter,30,1230,0,10,46,0
Vernon Hills,United States,North America,/gallery/voting-history-us-states,Examples,Facebook,48,1570,0,10,49,0
Vienna,Austria,Europe,/gallery,Examples,Linkedin,330,1090,2,100,500,0.004
Vienna,Austria,Europe,/gallery/messi039s-86-goals,Examples,Facebook,500,16500,1,100,470,0.0021
Vienna,Austria,Europe,/how-it-works,User,Linkedin,250,4500,1,100,220,0.0045
Waco,United States,North America,/gallery,Examples,Linkedin,32,13966,0,10,52,0
Warsaw,Poland,Europe,/gallery/messi039s-86-goals,Examples,Linkedin,420,9300,1,230,600,0.0017
Washington,United States,North America,/gallery/30-years-cd,Examples,Linkedin,12,970,0,10,55,0
Washington,United States,North America,/gallery/messi039s-86-goals,Examples,Organic,24,1770,0,10,47,0
Washington,United States,North America,/gallery/voting-history-us-states,Examples,Linkedin,46,630,1,10,44,0.0227
Washington,United States,North America,/gallery/voting-history-us-states,Examples,Facebook,33,1610,0,10,34,0
Washington,United States,North America,/gallery/voting-history-us-states,Examples,Organic,36,1060,0,10,29,0
Washington,United States,North America,/gallery/30-years-cd,Examples,Facebook,23,1770,0,10,23,0
West Plains,United States,North America,/gallery/voting-history-us-states,Examples,Linkedin,43,752,0,10,51,0
West Sacramento,United States,North America,/gallery/messi039s-86-goals,Examples,Facebook,31,10,0,10,42,0
Westlake Village,United States,North America,/gallery/college-football-recruiting,Examples,Twitter,24,1540,0,10,34,0
Westminster,United States,North America,/gallery/30-years-cd,Examples,Organic,47,1640,0,10,51,0
Westminster,United States,North America,/gallery/messi039s-86-goals,Examples,Linkedin,40,1642,0,10,50,0
Westminster,United States,North America,/gallery,Examples,Organic,15,20,0,10,26,0
Wexford,United States,North America,/gallery/30-years-cd,Examples,Organic,38,1180,0,10,28,0
White Rock,Canada,North America,/gallery/messi039s-86-goals,Examples,Facebook,264,5820,1,60,258,0.0039
Whitehorse,Canada,North America,/gallery/messi039s-86-goals,Examples,Organic,168,8190,0,60,186,0
Winston Salem,United States,North America,/gallery/state-migration,Examples,Twitter,14,680,0,10,58,0
Winter Garden,United States,North America,/gallery/voting-history-us-states,Examples,Organic,25,11652,0,10,48,0
Wytheville,United States,North America,/gallery,Examples,Linkedin,31,178,1,10,26,0.0385
Yonkers,United States,North America,/download,Register,Linkedin,18,168,0,10,43,0
Zaanstad,Netherlands,Europe,/gallery/messi039s-86-goals,Examples,Organic,280,12720,1,80,344,0.0029
Zeeland,United States,North America,/gallery/messi039s-86-goals,Examples,Facebook,48,1137,0,10,54,0
Zurich,Switzerland,Europe,/gallery/voting-history-us-states,Examples,Facebook,130,11500,1,100,590,0.0017
Aalst,Belgium,Europe,/gallery/messi039s-86-goals,Examples,Linkedin,410,5700,1,100,250,0.004
Adelaide,Australia,Oceania,/gallery/30-years-cd,Examples,Linkedin,96,180,1,60,348,0.0029
Adelaide,Australia,Oceania,/download,Register,Linkedin,678,9138,1,240,342,0.0029
Adelaide,Australia,Oceania,/gallery/messi039s-86-goals,Examples,Facebook,216,13236,1,60,258,0.0039
Albany,United States,North America,/examples,Training,Facebook,34,990,0,10,27,0
Albuquerque,United States,North America,/gallery/voting-history-us-states,Examples,Linkedin,32,1530,0,10,38,0
Alpharetta,United States,North America,/download,Register,Facebook,39,297,0,10,55,0
Alpharetta,United States,North America,/download,Register,Twitter,23,237,0,20,39,0
Alviso,United States,North America,/knowledgebase/all,User,Facebook,78,425,0,19,66,0
Amherst,United States,North America,/gallery/nba-heatmap,Examples,Organic,33,109,0,10,22,0
Amsterdam,Netherlands,Europe,/gallery/messi039s-86-goals,Examples,Facebook,248,4240,2,80,424,0.0047
Anderlecht,Belgium,Europe,/gallery/messi039s-86-goals,Examples,Linkedin,680,28600,1,200,740,0.0014
Antwerp,Belgium,Europe,/gallery/messi039s-86-goals,Examples,Organic,450,9400,1,100,390,0.0026
Appleton,United States,North America,/gallery/30-years-cd,Examples,Linkedin,16,1340,0,10,21,0
Ashburn,United States,North America,/download,Register,Facebook,18,148,0,10,26,0
Atlanta,United States,North America,/gallery/voting-history-us-states,Examples,Facebook,38,3060,0,20,62,0
Atlanta,United States,North America,/examples,Training,Linkedin,45,1590,0,10,59,0
Atlanta,United States,North America,/gallery/messi039s-86-goals,Examples,Facebook,21,1200,0,10,24,0
Austin,United States,North America,/gallery/best-chess-openings,Examples,Organic,47,1550,0,10,57,0
Austin,United States,North America,/gallery/voting-history-us-states,Examples,Facebook,13,584,0,10,30,0
Ballarat,Australia,Oceania,/download,Register,Linkedin,192,6822,1,60,312,0.0032
Baltimore,United States,North America,/gallery/voting-history-us-states,Examples,Linkedin,34,267,0,10,34,0
Bangalore,India,Asia,/download,Register,Linkedin,288,714,0,60,126,0
Bangkok,Thailand,Asia,/thanks,User,Organic,60,100,1,30,480,0.0021
Bangkok,Thailand,Asia,/upgrade,User,Organic,800,30420,1,180,470,0.0021
Bangkok,Thailand,Asia,/download,Register,Linkedin,280,5340,1,100,350,0.0029
Bangor,United States,North America,/download,Register,Linkedin,31,326,0,10,56,0
Barcelona,Spain,Europe,/gallery/messi039s-86-goals,Examples,Linkedin,152,14320,8,80,376,0.0213
Barcelona,Spain,Europe,/gallery/30-years-cd,Examples,Facebook,320,4432,1,80,240,0.0042
Beijing,China,Asia,/how-it-works,User,Linkedin,560,5224,1,168,328,0.003
Bellevue,United States,North America,/knowledgebase/all?page=1,User,Organic,43,2288,0,22,56,0
Bendigo,Australia,Oceania,/download,Register,Linkedin,162,1128,6,60,276,0.0217
Bilbao,Spain,Europe,/gallery/30-years-cd,Examples,Linkedin,208,3360,0,80,272,0
Birmingham,United Kingdom,Europe,/gallery/best-chess-openings,Examples,Organic,180,2360,0,40,120,0
Blackpool,United Kingdom,Europe,/gallery/30-years-cd,Examples,Facebook,88,4480,0,40,124,0
Bletchley,United Kingdom,Europe,/gallery,Examples,Organic,192,2600,0,40,156,0
Bletchley,United Kingdom,Europe,/gallery/messi039s-86-goals,Examples,Twitter,80,3080,0,40,132,0
Bogota,Colombia,South America,/how-it-works,User,Facebook,370,8100,1,100,470,0.0021
Boston,United States,North America,/gallery/messi039s-86-goals,Examples,Facebook,15,1020,1,10,60,0.0167
Boston,United States,North America,/faq,User,Organic,50,1190,0,10,25,0
Bothell,United States,North America,/how-it-works,User,Organic,44,1740,0,10,30,0
Brakel,Belgium,Europe,/gallery/messi039s-86-goals,Examples,Linkedin,120,17700,1,100,340,0.0029
Briare,France,Europe,/gallery/30-years-cd,Examples,Facebook,400,10240,1,80,248,0.004
Bridgend,United Kingdom,Europe,/download,Register,Linkedin,128,6680,0,40,212,0
Bridgewater,United States,North America,/gallery/voting-history-us-states,Examples,Linkedin,12,1250,0,10,57,0
Brighton,United Kingdom,Europe,/gallery/30-years-cd,Examples,Linkedin,144,65360,1,40,192,0.0052
Brighton,United Kingdom,Europe,/gallery/state-migration,Examples,Twitter,100,63936,0,40,160,0
Brisbane,Australia,Oceania,/gallery/30-years-cd,Examples,Linkedin,228,5940,1,60,348,0.0029
Brisbane,Australia,Oceania,/download,Register,Linkedin,240,888,0,60,192,0
Brisbane,Australia,Oceania,/download,Register,Organic,186,2196,0,60,144,0
Bristol,United Kingdom,Europe,/gallery/messi039s-86-goals,Examples,Facebook,188,1344,1,40,160,0.0063
Brookline,United States,North America,/gallery/voting-history-us-states,Examples,Linkedin,19,910,0,10,45,0
Brussels,Belgium,Europe,/gallery/messi039s-86-goals,Examples,Linkedin,340,15000,1,100,510,0.002
Brussels,Belgium,Europe,/gallery/messi039s-86-goals,Examples,Organic,170,23940,1,100,360,0.0028
Buenos Aires,Argentina,South America,/download,Register,Linkedin,1080,1842,0,240,390,0
Buenos Aires,Argentina,South America,/gallery/messi039s-86-goals,Examples,Linkedin,264,3084,1,60,294,0.0034
Caldwell,United States,North America,/gallery/voting-history-us-states,Examples,Linkedin,49,670,0,10,21,0
Calgary,Canada,North America,/download,Register,Organic,150,3738,6,60,360,0.0167
Calgary,Canada,North America,/gallery/voting-history-us-states,Examples,Facebook,192,2610,1,60,168,0.006
Calgary,Canada,North America,/comparison,User,Organic,210,3900,6,60,150,0.04
Cambridge,United Kingdom,Europe,/gallery/spending-president,Examples,Linkedin,176,5600,0,40,188,0
Chapel Hill,United States,North America,/comparison,User,Organic,28,1590,0,10,53,0
Charlotte,United States,North America,/gallery/us-population-race,Examples,Organic,24,4224,0,10,37,0
Chennai,India,Asia,/gallery/messi039s-86-goals,Examples,Facebook,186,4440,1,60,264,0.0038
Chennai,India,Asia,/gallery,Examples,Linkedin,174,3618,1,60,228,0.0044
Chihuahua,Mexico,North America,/gallery/messi039s-86-goals,Examples,Facebook,280,26810,1,89,400,0.0025
Chungli,Taiwan,Asia,/knowledgebase/best-practices-designing-piecees-and-dashboards,User,Organic,370,12300,3,300,700,0.0043
College Park,United States,North America,/gallery,Examples,Linkedin,50,910,0,10,24,0
Columbus,United States,North America,/download,Register,Linkedin,50,227,0,10,48,0
Columbus,United States,North America,/knowledgebase/all?page=2,User,Organic,2,346,0,1,35,0
Columbus,United States,North America,/gallery/voting-history-us-states,Examples,Facebook,37,540,0,10,31,0
Compiegne,France,Europe,/gallery,Examples,Facebook,184,1664,1,80,272,0.0037
Copenhagen,Denmark,Europe,/gallery/30-years-cd,Examples,Facebook,160,14000,2,100,540,0.0037
Copenhagen,Denmark,Europe,/gallery/messi039s-86-goals,Examples,Facebook,650,19680,1,200,340,0.0029
Copenhagen,Denmark,Europe,/how-it-works,User,Linkedin,620,4950,1,160,300,0.0033
Cork,Ireland,Europe,/gallery/messi039s-86-goals,Examples,Linkedin,440,7420,1,180,470,0.0021
Croydon,United Kingdom,Europe,/gallery/messi039s-86-goals,Examples,Organic,156,2280,1,40,192,0.0052
De Pere,United States,North America,/gallery/messi039s-86-goals,Examples,Organic,49,425,0,10,57,0
Denver,United States,North America,/gallery/voting-history-us-states,Examples,Linkedin,44,1050,0,10,59,0
Denver,United States,North America,/gallery/messi039s-86-goals,Examples,Facebook,18,740,0,10,43,0
Dublin,Ireland,Europe,/gallery/30-years-cd,Examples,Organic,230,1380,1,100,590,0.0017
Dundrum,Ireland,Europe,/gallery/messi039s-86-goals,Examples,Facebook,360,15500,1,100,250,0.004
East Lansing,United States,North America,/gallery/visualizing-global-poverty-trends,Examples,Organic,39,520,0,10,30,0
Edmonton,Canada,North America,/knowledgebase/all,User,Organic,876,17850,1,210,420,0.0024
Eschborn,Germany,Europe,/gallery/messi039s-86-goals,Examples,Facebook,288,11040,1,80,264,0.0038
Farmington,United States,North America,/gallery/messi039s-86-goals,Examples,Facebook,18,544,0,10,22,0
Florence,United States,North America,/gallery/30-years-cd,Examples,Facebook,104,3930,0,30,71,0
Frankfurt am Main,Germany,Europe,/faq,User,Facebook,216,4880,1,80,240,0.0042
Frankfurt am Main,Germany,Europe,/gallery/messi039s-86-goals,Examples,Linkedin,128,6800,0,80,232,0
Ft Lauderdale,United States,North America,/gallery/voting-history-us-states,Examples,Linkedin,21,1750,0,10,40,0
Ft Mill,United States,North America,/gallery/voting-history-us-states,Examples,Facebook,39,4857,0,10,30,0
Galway,Ireland,Europe,/gallery/messi039s-86-goals,Examples,Facebook,380,15000,0,100,240,0
Geneva,Switzerland,Europe,/gallery/messi039s-86-goals,Examples,Facebook,270,10400,10,56,430,0.0233
Gent,Belgium,Europe,/gallery/messi039s-86-goals,Examples,Facebook,120,5600,2,100,590,0.0034
Germantown,United States,North America,/gallery/voting-history-us-states,Examples,Facebook,23,1130,0,10,37,0
Glendale,United States,North America,/gallery/ipad-visualization,Examples,Organic,19,1230,0,10,59,0
Groningen,Netherlands,Europe,/examples,Training,Linkedin,232,7520,1,80,328,0.003
Guarulhos,Brazil,South America,/gallery/30-years-cd,Examples,Organic,224,12320,1,80,224,0.0045
Guelph,Canada,North America,/gallery/voting-history-us-states,Examples,Facebook,156,7860,6,60,342,0.0175
Gwacheon-si,South Korea,Asia,/download,Register,Linkedin,300,16600,1,100,250,0.004
Hamburg,Germany,Europe,/how-it-works,User,Linkedin,488,24536,1,184,480,0.0021
Hangzhou,China,Asia,/how-it-works,User,Facebook,664,2688,2,216,552,0.0036
Hexham,United Kingdom,Europe,/gallery/messi039s-86-goals,Examples,Facebook,88,4880,0,40,136,0
Hialeah,United States,North America,/faq,User,Organic,20,1460,0,10,58,0
Hong Kong,Hong Kong,Asia,/how-it-works,User,Linkedin,810,25800,2,200,560,0.0036
Honolulu,United States,North America,/gallery/voting-history-us-states,Examples,Linkedin,47,1690,0,10,52,0
Honolulu,United States,North America,/gallery/messi039s-86-goals,Examples,Facebook,21,1140,0,10,36,0
Hopkins,United States,North America,/gallery/voting-history-us-states,Examples,Linkedin,29,2413,0,10,50,0
Hudson,United States,North America,/gallery/voting-history-us-states,Examples,Organic,19,760,0,10,40,0
Huyton-with-Roby,United Kingdom,Europe,/gallery/messi039s-86-goals,Examples,Linkedin,72,3088,4,40,140,0.0286
Istanbul,Turkey,Europe,/gallery/messi039s-86-goals,Examples,Facebook,840,30000,1,200,460,0.0022
Jacksonville,United States,North America,/gallery/state-migration,Examples,Facebook,40,530,0,10,22,0
Jasper,United States,North America,/gallery/voting-history-us-states,Examples,Facebook,10,460,0,10,27,0
Joao Pessoa,Brazil,South America,/gallery/messi039s-86-goals,Examples,Facebook,208,14320,1,80,376,0.0027
Kajiki,Japan,Asia,/download,Register,Linkedin,340,3080,2,56,390,0.0051
